inspectionid,dbaname,akaname,license,facilitytype,risk,address,city,state,zip,inspectiondate,inspectiontype,results,latitude,longitude
58279,jerry's sandwiches,jerry's sandwiches,1985220,restaurant,risk 1 (high),1938-1940 w division st,chicago,il,60622,2010-01-27,license re-inspection,fail,41.90331444,-87.67641672
58280,jerry's sandwiches,jerry's sandwiches,1985222,restaurant,risk 1 (high),1938-1940 w division st,chicago,il,60622,2010-01-27,license re-inspection,fail,41.90331444,-87.67641672
58281,shambles bar,jun bar,1823615,restaurant,risk 1 (high),2050 w division st,chicago,il,60622,2010-01-27,no entry,pass,41.90326362,-87.67927827
58282,thai village restaurant,thai village restaurant,55418,restaurant,risk 1 (high),2053 w division st,chicago,il,60622,2010-01-27,canvass,pass w/ conditions,41.90304274,-87.67934669
58283,taqueria super burrito,taqueria super burrito,24883,restaurant,risk 1 (high),1502 n western ave,chicago,il,60622,2010-01-27,canvass,pass,41.90863767,-87.6873245
58284,andersen,andersen,31011,school,risk 1 (high),1148 n honore st,chicago,il,60622,2010-01-28,canvass,pass,41.90290876,-87.67373263
58285,mexique,mexique,1802986,restaurant,risk 1 (high),1529 w chicago ave,chicago,il,60642,2010-01-28,canvass,pass,41.89598205,-87.66604607
58286,the silver palm restaurant,the silver palm restaurant,1168049,restaurant,risk 1 (high),768 n milwaukee ave,chicago,il,60642,2010-01-28,canvass,pass,41.89575893,-87.65489622
58287,thai village restaurant,thai village restaurant,55418,restaurant,risk 1 (high),2053 w division st,chicago,il,60622,2010-01-28,consultation,pass,41.90304274,-87.67934669
58288,el barco restaurant,el barco restaurant,53569,restaurant,risk 1 (high),1035 n ashland ave,chicago,il,60622,2010-02-01,complaint,pass,41.9006407,-87.66727141
58289,ameer kabob,ameer kabob,2016793,restaurant,risk 1 (high),1050 n milwaukee ave,chicago,il,60642,2010-02-01,license re-inspection,pass,41.90088615,-87.66285624
58290,moonshine,moonshine,1243382,restaurant,risk 1 (high),1824 w division st,chicago,il,60622,2010-02-01,canvass,fail,41.90335951,-87.67339734
58291,las palmas restaurant,las palmas restaurant,1166786,restaurant,risk 1 (high),1835 w north ave,chicago,il,60622,2010-02-01,no entry,pass,41.91042963,-87.67394168
58292,lockdown,lockdown bar & grill,1965180,restaurant,risk 1 (high),1024 n western ave,chicago,il,60622,2010-02-01,no entry,pass,41.90024592,-87.68710609
58293,jerry's sandwiches,jerry's sandwiches,1985220,restaurant,risk 1 (high),1938-1940 w division st,chicago,il,60622,2010-02-02,license re-inspection,pass,41.90331444,-87.67641672
58294,jerry's sandwiches,jerry's sandwiches,1985222,restaurant,risk 1 (high),1938-1940 w division st,chicago,il,60622,2010-02-02,license re-inspection,pass,41.90331444,-87.67641672
58295,bite,bite,51992,restaurant,risk 1 (high),1039 n western ave,chicago,il,60622,2010-02-02,canvass re-inspection,pass,41.90052793,-87.68681613
58296,whole foods market,whole foods market,1933690,grocery store,risk 1 (high),1550 n kingsbury st,chicago,il,60642,2010-02-03,consultation,pass,41.90939879,-87.6530507
58297,letiza's natural bakery / enoteca roma,letiza's natural bakery / enoteca roma,1489064,restaurant,risk 1 (high),2144-2146 w division st,chicago,il,60622,2010-02-03,complaint,pass w/ conditions,41.90322676,-87.68149122
58298,zullo's inc.,zullo's,2017431,catering,risk 1 (high),1103 w grand ave,chicago,il,60642,2010-02-04,license,fail,41.89099764,-87.6547725
58299,alliance bakery,alliance bakery,1820302,bakery,risk 2 (medium),1736 w division st,chicago,il,60622,2010-02-04,complaint re-inspection,pass,41.90338992,-87.67152182
58300,"kitchen chicago, llc","kitchen chicago, llc",1976048,shared kitchen,risk 1 (high),324 n leavitt st,chicago,il,60612,2010-02-04,canvass,fail,41.88743405,-87.68184949
58301,stanley's,stanley's,15042,grocery store,risk 2 (medium),1558 n elston ave,chicago,il,60622,2010-02-05,complaint,fail,41.91057467,-87.66223523
58302,flora confections,,2017593,candy,risk 3 (low),324 n leavitt st,chicago,il,60612,2010-02-08,license re-inspection,pass,41.88743405,-87.68184949
58303,"kitchen chicago, llc","kitchen chicago, llc",1976048,shared kitchen,risk 1 (high),324 n leavitt st,chicago,il,60612,2010-02-08,canvass re-inspection,pass,41.88743405,-87.68184949
58304,kendall college,lab kitchen b-room 120b.,2013962,school,risk 1 (high),900 n north branch st,chicago,il,60642,2010-02-09,license,pass,41.89896533,-87.64809026
58305,artemio's bakery #2,artemio's bakery #2,15004,bakery,risk 2 (medium),1443 n milwaukee ave,chicago,il,60622,2010-02-10,canvass,pass,41.90821988,-87.67386766
58306,moonshine,moonshine,1243382,restaurant,risk 1 (high),1824 w division st,chicago,il,60622,2010-02-10,canvass re-inspection,pass,41.90335951,-87.67339734
58307,tantrik chicago,tantrik chicago,1974373,liquor,risk 1 (high),800 w superior st,chicago,il,60642,2010-02-10,license re-inspection,fail,41.89566757,-87.64777938
58308,a tavola,a tavola,45044,restaurant,risk 1 (high),2148 w chicago ave,chicago,il,60622,2010-02-10,canvass,fail,41.89594582,-87.68145004
58309,stanley's,stanley's,15042,grocery store,risk 2 (medium),1558 n elston ave,chicago,il,60622,2010-02-16,complaint re-inspection,pass,41.91057467,-87.66223523
58310,stanley's,stanley's,15042,grocery store,risk 2 (medium),1558 n elston ave,chicago,il,60622,2010-02-17,consultation,pass,41.91057467,-87.66223523
58311,zullo's inc.,zullo's,2017431,catering,risk 1 (high),1103 w grand ave,chicago,il,60642,2010-02-17,license re-inspection,pass,41.89099764,-87.6547725
58312,bari,bari,1245246,grocery store,risk 1 (high),1120 w grand ave,chicago,il,60642,2010-02-17,complaint,pass,41.89121012,-87.65556024
58313,municipal foods,municipal foods,1478386,grocery store,risk 2 (medium),2559 w division st,chicago,il,60622,2010-02-18,complaint,pass w/ conditions,41.90285923,-87.69188858
58314,western round up,western round up,59381,,risk 1 (high),949 n western ave,chicago,il,60622,2010-02-18,short form complaint,pass,41.89902107,-87.68677928
58315,tantrik chicago,tantrik chicago,1974373,liquor,risk 1 (high),800 w superior st,chicago,il,60642,2010-02-18,license re-inspection,pass,41.89566757,-87.64777938
58316,starfruit cafe,starfruit cafe,1893555,restaurant,risk 2 (medium),1745 w division st,chicago,il,60622,2010-02-18,canvass,pass,41.90316856,-87.67164495
58317,the red canary,the red canary,1954520,restaurant,risk 1 (high),691-695 n milwaukee ave,chicago,il,60642,2010-02-18,complaint,pass,41.89427507,-87.65214171
58318,kendall college,devos kitchen room 128,2013962,school,risk 1 (high),900 n north branch st,chicago,il,60642,2010-02-19,license,pass,41.89896533,-87.64809026
58319,kendall college,lab kitchen a room 120a,2013962,school,risk 1 (high),900 n north branch st,chicago,il,60642,2010-02-19,license,pass,41.89896533,-87.64809026
58320,kendall college,chocolate & sugar kitchen room 317,2013962,school,risk 1 (high),900 n north branch st,chicago,il,60642,2010-02-19,license,pass,41.89896533,-87.64809026
58321,kendall college,cooktek pastry 2 room 320b,2013962,school,risk 1 (high),900 n north branch st,chicago,il,60642,2010-02-19,license,pass,41.89896533,-87.64809026
58322,kendall college,garde manger kitchen room 330,2013962,school,risk 1 (high),900 n north branch st,chicago,il,60642,2010-02-19,license,pass,41.89896533,-87.64809026
58323,kendall college,room 340,2013962,school,risk 1 (high),900 n north branch st,chicago,il,60642,2010-02-19,license,pass,41.89896533,-87.64809026
58324,kendall college,wood mode auditorium room 525,2013962,school,risk 1 (high),900 n north branch st,chicago,il,60642,2010-02-19,license,pass,41.89896533,-87.64809026
58325,kendall college,franke kitchen room 526,2013962,school,risk 1 (high),900 n north branch st,chicago,il,60642,2010-02-19,license,pass,41.89896533,-87.64809026
58326,nivia red hot chicago,nivia red hot chicago,1645741,restaurant,risk 2 (medium),1232 w north ave,chicago,il,60622,2010-02-19,complaint,fail,41.91087554,-87.65827824
58327,hollywood grill,hollywood grill,44712,restaurant,risk 1 (high),1601 w north ave,chicago,il,60622,2010-02-22,complaint,pass w/ conditions,41.91051964,-87.66774969
58328,candy's grocery,candy's grocery,1804339,grocery store,risk 3 (low),1366 w ohio st,chicago,il,60642,2010-02-22,complaint,fail,41.8925997,-87.6621487
58329,pritzker,pritzker,25871,school,risk 1 (high),2009 w schiller st,chicago,il,60622,2010-02-23,canvass,pass,41.907025,-87.67779555
58330,odges,odges,7868,restaurant,risk 1 (high),730 n damen ave,chicago,il,60622,2010-02-23,canvass,pass,41.89500137,-87.6771711
58331,whole foods market,whole foods market,1933690,grocery store,risk 1 (high),1550 n kingsbury st,chicago,il,60642,2010-02-23,consultation,pass,41.90939879,-87.6530507
58332,the juicy wine co.,the juicy wine co.,1738131,restaurant,risk 2 (medium),694 n milwaukee ave,chicago,il,60642,2010-02-23,consultation,pass,41.89422978,-87.65252071
58333,river west healthy eatery,river west healthy eatery,1618062,restaurant,risk 1 (high),770 n halsted st,chicago,il,60642,2010-02-23,canvass,pass,41.89637817,-87.64789119
58334,"shokolad pastry & cafe, inc","shokolad pastry & cafe, inc",1883567,restaurant,risk 1 (high),2524 w chicago ave,chicago,il,60622,2010-02-24,canvass,pass,41.89581526,-87.69048155
58335,kasia's,kasia's,1473392,grocery store,risk 1 (high),2101 w chicago ave,chicago,il,60622,2010-02-24,canvass,pass,41.8957563,-87.6796197
58336,garrett's popcorn shops,garrett's popcorn shops,1770430,wholesale,risk 3 (low),1716 w hubbard st,chicago,il,60622,2010-02-25,canvass,pass,41.8899446,-87.67028663
58337,jane's,mable's table,1620385,restaurant,risk 1 (high),1653-1655 w cortland st,chicago,il,60622,2010-02-25,canvass,pass,41.91596941,-87.66995938
58338,center home for hispanic elderly,center home for hispanic elderly,1893767,long term care,risk 1 (high),1401 n california ave,chicago,il,60622,2010-02-25,canvass,fail,41.90667133,-87.69682456
58339,mr taco's,mr taco's,63583,restaurant,risk 1 (high),810 n marshfield ave,chicago,il,60622,2010-02-26,canvass,pass,41.89641176,-87.66867223
58340,norwegian-americian hospital,norwegian-american hospital,21776,hospital,risk 1 (high),1044 n francisco ave,chicago,il,60622,2010-02-26,canvass,fail,41.90052496,-87.69943295
58341,norwegian-americian hospital,norwegian-american hospital,21772,hospital,risk 1 (high),1044 n francisco ave,chicago,il,60622,2010-03-02,canvass,fail,41.90052496,-87.69943295
58342,sangria/radiostar/hogs & honeys,sangria/radiostar/hogs & honeys,27196,restaurant,risk 1 (high),901 w weed st,chicago,il,60622,2010-03-02,complaint,fail,41.90970258,-87.6511788
58343,republic,republic,55715,liquor,risk 3 (low),901 w weed st,chicago,il,60622,2010-03-02,canvass,fail,41.90970258,-87.6511788
58344,mud bug,offtrack betting,45012,restaurant,risk 1 (high),901 w weed st,chicago,il,60622,2010-03-02,canvass,pass,41.90970258,-87.6511788
58345,burger king #1512,burger king #1512,1473491,restaurant,risk 2 (medium),2344 w chicago ave,chicago,il,60622,2010-03-04,complaint,pass,41.89586332,-87.68619201
58346,hollywood grill,hollywood grill,44712,restaurant,risk 1 (high),1601 w north ave,chicago,il,60622,2010-03-04,consultation,pass,41.91051964,-87.66774969
58347,the savoy,the savoy,1964646,restaurant,risk 1 (high),1408 n milwaukee ave,chicago,il,60642,2010-03-04,canvass,pass,41.90742473,-87.67307367
58348,university of aesthetics/touch clinic,university of aesthetics/touch clinic,0,,,1357 n milwaukee ave,,il,60622,2010-03-04,short form complaint,pass,41.90659584,-87.67132302
58349,center home for hispanic elderly,center home for hispanic elderly,1893767,long term care,risk 1 (high),1401 n california ave,chicago,il,60622,2010-03-04,canvass re-inspection,pass,41.90667133,-87.69682456
58350,el taco veloz taqueria,el taco veloz taqueria,45693,restaurant,risk 1 (high),1745 w chicago ave,chicago,il,60622,2010-03-05,complaint,fail,41.89589266,-87.67156245
58351,nivia red hot chicago,nivia red hot chicago,1645741,restaurant,risk 2 (medium),1232 w north ave,chicago,il,60622,2010-03-05,complaint re-inspection,pass,41.91087554,-87.65827824
58352,candy's grocery,candy's grocery,1804339,grocery store,risk 3 (low),1366 w ohio st,chicago,il,60642,2010-03-08,complaint re-inspection,pass,41.8925997,-87.6621487
58353,jerry's sandwiches,jerry's sandwiches,1985220,restaurant,risk 1 (high),1938-1940 w division st,chicago,il,60622,2010-03-08,short form complaint,pass,41.90331444,-87.67641672
58354,jerry's sandwiches,jerry's sandwiches,1772358,restaurant,risk 1 (high),1938 w division st,chicago,il,60622,2010-03-08,out of business,pass,41.90331444,-87.67641672
58355,folklore,folklore,1842767,restaurant,risk 1 (high),2100-2102 w division st,chicago,il,60622,2010-03-08,canvass,pass,41.90325452,-87.67982505
58356,social club,,0,,,1105 n california ave,chicago,il,60622,2010-03-08,short form complaint,pass,41.901286,-87.69669243
58357,norwegian-americian hospital,norwegian-american hospital,21776,hospital,risk 1 (high),1044 n francisco ave,chicago,il,60622,2010-03-09,canvass re-inspection,pass,41.90052496,-87.69943295
58358,norwegian-americian hospital,norwegian-american hospital,21772,hospital,risk 1 (high),1044 n francisco ave,chicago,il,60622,2010-03-09,canvass re-inspection,pass,41.90052496,-87.69943295
58359,norwegian-americian hospital,norwegian-american hospital,21773,hospital,risk 1 (high),1044 n francisco ave,chicago,il,60622,2010-03-09,out of business,pass,41.90052496,-87.69943295
58360,ey cafe,ey cafe,1922329,restaurant,risk 1 (high),1044 n mozart st,chicago,il,60622,2010-03-09,canvass,pass,41.90051788,-87.69821707
58361,sangria/radiostar/hogs & honeys,sangria/radiostar/hogs & honeys,27196,restaurant,risk 1 (high),901 w weed st,chicago,il,60622,2010-03-09,complaint re-inspection,pass,41.90970258,-87.6511788
58362,lido's  caffe  east,lido's caffe east,1991007,restaurant,risk 2 (medium),1530 n dayton st,chicago,il,60642,2010-03-09,canvass,pass,41.90954219,-87.64960961
58363,zentra,zentra,37577,restaurant,risk 3 (low),923 w weed st,chicago,il,60642,2010-03-09,no entry,pass,41.90968971,-87.65195482
58364,boriken,boriken,1649303,grocery store,risk 3 (low),2500 w division st,chicago,il,60622,2010-03-10,canvass,pass,41.90310194,-87.68955175
58365,western round up,western round up,59381,,risk 1 (high),949 n western ave,chicago,il,60622,2010-03-10,short form complaint,pass,41.89902107,-87.68677928
58366,northwestern university settlement association,northwestern university settlement association,10731,children's services facility,risk 1 (high),1400 w augusta blvd,chicago,il,60642,2010-03-10,canvass,pass,41.89989385,-87.66262876
58367,republic,republic,55715,liquor,risk 3 (low),901 w weed st,chicago,il,60622,2010-03-10,canvass,fail,41.90970258,-87.6511788
58368,republic,republic,55715,liquor,risk 3 (low),901 w weed st,chicago,il,60622,2010-03-11,consultation,pass,41.90970258,-87.6511788
58369,the rookery,the rookery,1869443,restaurant,risk 1 (high),2109 w chicago ave,chicago,il,60622,2010-03-11,complaint,fail,41.89575174,-87.67992373
58370,division draft,division draft,1875106,restaurant,risk 2 (medium),2525 w division st,chicago,il,60622,2010-03-12,canvass,pass,41.90287407,-87.69050019
58371,the boundary,the boundary,1800782,restaurant,risk 1 (high),1932 w division st,chicago,il,60622,2010-03-12,complaint,pass,41.90331826,-87.67618208
58372,la condesa,la condesa,37002,restaurant,risk 1 (high),1003 n ashland ave,chicago,il,60622,2010-03-15,canvass,pass w/ conditions,41.89981866,-87.66724858
58373,the worm hole,wh,2021937,restaurant,risk 2 (medium),1462 n milwaukee ave,chicago,il,60642,2010-03-15,license,fail,41.90837835,-87.67456921
58374,greek corner restaurant cafe,greek corner restaurant cafe,48704,restaurant,risk 1 (high),958 n damen ave,chicago,il,60622,2010-03-15,canvass,pass,41.8995039,-87.67730119
58375,el taco veloz taqueria,el taco veloz taqueria,45693,restaurant,risk 1 (high),1745 w chicago ave,chicago,il,60622,2010-03-15,complaint re-inspection,pass,41.89589266,-87.67156245
58376,cabalo inc.,cabalo,1981089,restaurant,risk 1 (high),2700 w chicago ave,chicago,il,60622,2010-03-15,canvass,pass,41.89577762,-87.69430044
58377,monets food mart,monets food mart,1969573,grocery store,risk 3 (low),2145 w division st,chicago,il,60622,2010-03-16,short form complaint,pass,41.90300728,-87.68148463
58378,a tavola,a tavola,45044,restaurant,risk 1 (high),2148 w chicago ave,chicago,il,60622,2010-03-16,canvass,pass,41.89594582,-87.68145004
58379,tumans,tuman's,1273473,restaurant,risk 1 (high),2159 w chicago ave,chicago,il,60622,2010-03-16,canvass,pass,41.89571957,-87.68182312
58380,erie community center,erie community center,42649,daycare (2 - 6 years),risk 1 (high),1701 w superior st,chicago,il,60622,2010-03-16,canvass,pass,41.89500555,-87.66981323
58381,a & w dollar plus,,2021850,grocery store,risk 3 (low),1001 n western ave,chicago,il,60622,2010-03-16,license,fail,41.89942766,-87.68679101
58382,dee's place,dee's place,2026277,restaurant,risk 1 (high),2114 w division st,chicago,il,60622,2010-03-22,license,fail,41.90324576,-87.68035526
58383,bricks on the run,bricks on the run,2022226,restaurant,risk 1 (high),1940 n elston ave,chicago,il,60642,2010-03-22,license,fail,41.91742776,-87.66730597
