tid,attribute,correct_val
89,latitude,41.90203403
89,dbaname,captain hooks fish & chicken
89,facilitytype,restaurant
90,city,chicago
90,zip,60651
90,risk,risk 2 (medium)
90,license,1943229
90,inspectiontype,complaint
90,inspectionid,54229
90,address,5401 w augusta blvd
90,inspectiondate,2010-01-11
90,results,fail
90,longitude,-87.7609112
90,state,il
90,akaname,al's food mart
90,latitude,41.89842933
90,dbaname,al's food mart
90,facilitytype,grocery store
91,city,chicago
91,zip,60651
91,risk,risk 2 (medium)
91,license,1943229
91,inspectiontype,complaint
91,inspectionid,54230
91,address,5401 w augusta blvd
91,inspectiondate,2010-01-14
91,results,pass
91,longitude,-87.7609112
91,state,il
91,akaname,al's food mart
91,latitude,41.89842933
91,dbaname,al's food mart
91,facilitytype,grocery store
92,city,chicago
92,zip,60644
92,risk,risk 3 (low)
92,license,1916655
92,inspectiontype,canvass
92,inspectionid,54231
92,address,205 s cicero ave
92,inspectiondate,2010-01-20
92,results,pass
92,longitude,-87.74503186
92,state,il
92,akaname,new philadelphia c.o.g.i.c.
92,latitude,41.87771536
92,dbaname,new philadelphia c.o.g.i.c.
92,facilitytype,grocery store
93,city,chicago
93,zip,60651
93,risk,risk 2 (medium)
93,license,2008833
93,inspectiontype,license re-inspection
93,inspectionid,54232
93,address,5107 w chicago ave
93,inspectiondate,2010-01-21
93,results,pass
93,longitude,-87.75348965
93,state,il
93,akaname,abe's and tommie's carryout
93,latitude,41.8948497
93,dbaname,abe's and tommie's carryout
93,facilitytype,restaurant
94,city,chicago
94,zip,60651
94,risk,risk 2 (medium)
94,license,2014079
94,inspectiontype,license
94,inspectionid,54233
94,address,4201 w division st
94,inspectiondate,2010-01-22
94,results,pass
94,longitude,-87.73134482
94,state,il
94,akaname,macy's gyros
94,latitude,41.90247921
94,dbaname,macy's gyros
94,facilitytype,restaurant
95,city,chicago
95,zip,60644
95,risk,risk 2 (medium)
95,license,1273264
95,inspectiontype,complaint
95,inspectionid,54234
95,address,431 n austin blvd
95,inspectiondate,2010-01-22
95,results,pass
95,longitude,-87.77476283
95,state,il
95,akaname,church's chicken # 577
95,latitude,41.88799311
95,dbaname,church's chicken # 577
95,facilitytype,restaurant
96,city,chicago
96,zip,60644
96,risk,risk 3 (low)
96,license,2013363
96,inspectiontype,license
96,inspectionid,54235
96,address,5556 w harrison st
96,inspectiondate,2010-01-22
96,results,fail
96,longitude,-87.76377219
96,state,il
96,akaname,qorner foods
96,latitude,41.87294753
96,dbaname,qorner foods
96,facilitytype,grocery store
97,city,chicago
97,zip,60644
97,risk,risk 3 (low)
97,license,2014259
97,inspectiontype,license
97,inspectionid,54236
97,address,5402 w madison st
97,inspectiondate,2010-01-25
97,results,fail
97,longitude,-87.76027851
97,state,il
97,akaname,"madison food mart, inc"
97,latitude,41.88041576
97,dbaname,"madison food mart, inc"
97,facilitytype,grocery store
98,city,chicago
98,zip,60651
98,risk,risk 2 (medium)
98,license,1948557
98,inspectiontype,complaint
98,inspectionid,54237
98,address,4851 w chicago ave
98,inspectiondate,2010-01-25
98,results,pass
98,longitude,-87.74782979
98,state,il
98,akaname,more for less
98,latitude,41.89487825
98,dbaname,more for less
98,facilitytype,grocery store
99,city,chicago
99,zip,60651
99,risk,risk 2 (medium)
99,license,1646850
99,inspectiontype,canvass
99,inspectionid,54238
99,address,1325 n central ave
99,inspectiondate,2010-01-26
99,results,pass
99,longitude,-87.76560356
99,state,il
99,akaname,swan's food & deli
99,latitude,41.90481036
99,dbaname,swan's food & deli
99,facilitytype,grocery store
100,city,chicago
100,zip,60644
100,risk,risk 2 (medium)
100,license,1193659
100,inspectiontype,canvass
100,inspectionid,54239
100,address,5015 w madison st
100,inspectiondate,2010-01-27
100,results,fail
100,longitude,-87.75074636
100,state,il
100,akaname,mcdonald's restaurant
100,latitude,41.88031771
100,dbaname,mcdonald's restaurant
100,facilitytype,restaurant
101,city,chicago
101,zip,60651
101,risk,risk 2 (medium)
101,license,1698081
101,inspectiontype,complaint
101,inspectionid,54240
101,address,3953 w chicago ave
101,inspectiondate,2010-02-01
101,results,pass
101,longitude,-87.72574429
101,state,il
101,akaname,burger king #12371
101,latitude,41.89526095
101,dbaname,burger king #12371
101,facilitytype,restaurant
102,city,chicago
102,zip,60651
102,risk,risk 2 (medium)
102,license,6294
102,inspectiontype,complaint
102,inspectionid,54241
102,address,4000 w grand ave
102,inspectiondate,2010-02-01
102,results,pass
102,longitude,-87.72635348
102,state,il
102,akaname,jimmy's sandwich shop
102,latitude,41.90625887
102,dbaname,jimmy's sandwich shop
102,facilitytype,restaurant
103,city,chicago
103,zip,60651
103,risk,risk 2 (medium)
103,license,1095025
103,inspectiontype,canvass
103,inspectionid,54242
103,address,3952 w grand ave
103,inspectiondate,2010-02-01
103,results,pass
103,longitude,-87.72572323
103,state,il
103,akaname,grand sub
103,latitude,41.90600597
103,dbaname,grand sub
103,facilitytype,restaurant
104,city,chicago
104,zip,60644
104,risk,risk 2 (medium)
104,license,1193659
104,inspectiontype,canvass re-inspection
104,inspectionid,54243
104,address,5015 w madison st
104,inspectiondate,2010-02-05
104,results,pass
104,longitude,-87.75074636
104,state,il
104,akaname,mcdonald's restaurant
104,latitude,41.88031771
104,dbaname,mcdonald's restaurant
104,facilitytype,restaurant
105,city,chicago
105,zip,60651
105,risk,risk 1 (high)
105,license,1899172
105,inspectiontype,canvass
105,inspectionid,54244
105,address,4152 w chicago ave
105,inspectiondate,2010-02-16
105,results,pass
105,longitude,-87.73068265
105,state,il
105,akaname,chi-town fried chicken
105,latitude,41.89539165
105,dbaname,chi-town fried chicken
105,facilitytype,restaurant
106,city,chicago
106,zip,60651
106,risk,risk 1 (high)
106,license,1675267
106,inspectiontype,canvass
106,inspectionid,54245
106,address,1206 n central ave
106,inspectiondate,2010-02-16
106,results,pass
106,longitude,-87.76580522
106,state,il
106,akaname,papa charlies
106,latitude,41.90235982
106,dbaname,papa charlies
106,facilitytype,restaurant
107,city,chicago
107,zip,60651
107,risk,risk 2 (medium)
107,license,1649619
107,inspectiontype,complaint
107,inspectionid,54246
107,address,5254 w chicago ave
107,inspectiondate,2010-02-16
107,results,fail
107,longitude,-87.75783481
107,state,il
107,akaname,mr. philly
107,latitude,41.89502331
107,dbaname,mr. philly
107,facilitytype,restaurant
108,city,chicago
108,zip,60644
108,risk,risk 1 (high)
108,license,26631
108,inspectiontype,canvass
108,inspectionid,54247
108,address,139 s parkside ave
108,inspectiondate,2010-02-17
108,results,pass
108,longitude,-87.7662615
108,state,il
108,akaname,depriest elementary
108,latitude,41.87799914
108,dbaname,depriest elementary
108,facilitytype,school
109,city,chicago
109,zip,60651
109,risk,risk 2 (medium)
109,license,1649619
109,inspectiontype,complaint
109,inspectionid,54248
109,address,5254 w chicago ave
109,inspectiondate,2010-02-17
109,results,fail
109,longitude,-87.75783481
109,state,il
109,akaname,mr. philly
109,latitude,41.89502331
109,dbaname,mr. philly
109,facilitytype,restaurant
110,city,chicago
110,zip,60644
110,risk,risk 2 (medium)
110,license,1225837
110,inspectiontype,complaint
110,inspectionid,54249
110,address,321 n laramie ave
110,inspectiondate,2010-02-18
110,results,fail
110,longitude,-87.75513777
110,state,il
110,akaname,sun  sumrine fast food
110,latitude,41.88633174
110,dbaname,sun  sumrine fast food
110,facilitytype,restaurant
111,city,chicago
111,zip,60644
111,risk,risk 1 (high)
111,license,2017189
111,inspectiontype,license
111,inspectionid,54250
111,address,5607 w corcoran pl
111,inspectiondate,2010-02-18
111,results,fail
111,longitude,-87.76543552
111,state,il
111,akaname,rib place
111,latitude,41.88710618
111,dbaname,rib place inc.
111,facilitytype,restaurant
112,city,chicago
112,zip,60651
112,risk,risk 1 (high)
112,license,26301
112,inspectiontype,canvass
112,inspectionid,54251
112,address,4820 w walton st.
112,inspectiondate,2010-02-22
112,results,pass
112,longitude,-87.74674645
112,state,il
112,akaname,mcnair
112,latitude,41.8978464
112,dbaname,mcnair
112,facilitytype,school
113,city,chicago
113,zip,60651
113,risk,risk 2 (medium)
113,license,52593
113,inspectiontype,canvass
113,inspectionid,54252
113,address,800 n kedzie ave
113,inspectiondate,2010-02-22
113,results,pass
113,longitude,-87.70670533
113,state,il
113,akaname,market fresh inc
113,latitude,41.89561531
113,dbaname,market fresh inc
113,facilitytype,grocery store
114,city,chicago
114,zip,60644
114,risk,risk 3 (low)
114,license,6023
114,inspectiontype,complaint
114,inspectionid,54253
114,address,5575 w van buren st
114,inspectiondate,2010-02-25
114,results,fail
114,longitude,-87.76450474
114,state,il
114,akaname,van-central food & liqs
114,latitude,41.87462048
114,dbaname,van-central food & liqs
114,facilitytype,grocery store
115,city,chicago
115,zip,60651
115,risk,risk 2 (medium)
115,license,1649619
115,inspectiontype,complaint re-inspection
115,inspectionid,54254
115,address,5254 w chicago ave
115,inspectiondate,2010-03-02
115,results,pass
115,longitude,-87.75783481
115,state,il
115,akaname,mr. philly
115,latitude,41.89502331
115,dbaname,mr. philly
115,facilitytype,restaurant
116,city,chicago
116,zip,60644
116,risk,risk 1 (high)
116,license,2021433
116,inspectiontype,license
116,inspectionid,54255
116,address,13 n laramie ave
116,inspectiondate,2010-03-04
116,results,pass
116,longitude,-87.75493376
116,state,il
116,akaname,j & w jamaican jerk restaurant
116,latitude,41.88078915
116,dbaname,j & w jamaican jerk restaurant
116,facilitytype,restaurant
117,city,chicago
117,zip,60644
117,risk,risk 1 (high)
117,license,1770322
117,inspectiontype,complaint
117,inspectionid,54256
117,address,5656 w roosevelt rd
117,inspectiondate,2010-03-08
117,results,pass
117,longitude,-87.76662585
117,state,il
117,akaname,see thru chinese kitchen
117,latitude,41.86567514
117,dbaname,see thru chinese kitchen
117,facilitytype,restaurant
118,city,chicago
118,zip,60642
118,risk,risk 1 (high)
118,license,1933690
118,inspectiontype,complaint
118,inspectionid,58225
118,address,1550 n kingsbury st
118,inspectiondate,2010-01-05
118,results,pass
118,longitude,-87.6530507
118,state,il
118,akaname,whole foods market
118,latitude,41.90939879
118,dbaname,whole foods market
118,facilitytype,grocery store
119,city,chicago
119,zip,60642
119,risk,risk 1 (high)
119,license,1968898
119,inspectiontype,canvass
119,inspectionid,58226
119,address,1550 n kingsbury st
119,inspectiondate,2010-01-05
119,results,pass
119,longitude,-87.6530507
119,state,il
119,akaname,kikka- kingsbury
119,latitude,41.90939879
119,dbaname,kikka- kingsbury
119,facilitytype,restaurant
120,city,chicago
120,zip,60622
120,risk,risk 2 (medium)
120,license,2013341
120,inspectiontype,license re-inspection
120,inspectionid,58227
120,address,2805 w division st
120,inspectiondate,2010-01-06
120,results,pass
120,longitude,-87.69712881
120,state,il
120,akaname,dunkin donuts
120,latitude,41.90281333
120,dbaname,dunkin donuts
120,facilitytype,restaurant
121,city,chicago
121,zip,60642
121,risk,risk 1 (high)
121,license,10559
121,inspectiontype,canvass
121,inspectionid,58228
121,address,1549 w division st
121,inspectiondate,2010-01-06
121,results,fail
121,longitude,-87.66706205
121,state,il
121,akaname,podhalanka restaurant
121,latitude,41.90324287
121,dbaname,podhalanka restaurant
121,facilitytype,restaurant
122,city,chicago
122,zip,60622
122,risk,risk 1 (high)
122,license,2013495
122,inspectiontype,consultation
122,inspectionid,58229
122,address,1373 n milwaukee ave
122,inspectiondate,2010-01-06
122,results,fail
122,longitude,-87.67174892
122,state,il
122,akaname,filter
122,latitude,41.90686821
122,dbaname,filter coffee lounge
122,facilitytype,restaurant
123,city,chicago
123,zip,60622
123,risk,risk 1 (high)
123,license,1932046
123,inspectiontype,canvass
123,inspectionid,58230
123,address,1629 w grand ave
123,inspectiondate,2010-01-06
123,results,pass
123,longitude,-87.6683029
123,state,il
123,akaname,chicago cafe caterers
123,latitude,41.89085551
123,dbaname,chicago cafe caterers
123,facilitytype,catering
124,city,chicago
124,zip,60642
124,risk,risk 1 (high)
124,license,1332477
124,inspectiontype,canvass
124,inspectionid,58231
124,address,669 n milwaukee ave
124,inspectiondate,2010-01-06
124,results,pass
124,longitude,-87.65146287
124,state,il
124,akaname,delux bar & grill
124,latitude,41.8938344
124,dbaname,delux bar & grill
124,facilitytype,restaurant
125,city,chicago
125,zip,60642
125,risk,risk 1 (high)
125,license,1963511
125,inspectiontype,canvass
125,inspectionid,58232
125,address,900 n north branch st
125,inspectiondate,2010-01-07
125,results,pass
125,longitude,-87.64809026
125,state,il
125,akaname,the dining room
125,latitude,41.89896533
125,dbaname,the dining room at kendall nfp
125,facilitytype,restaurant
126,city,chicago
126,zip,60622
126,risk,risk 1 (high)
126,license,28635
126,inspectiontype,canvass
126,inspectionid,58233
126,address,1129 n western ave
126,inspectiondate,2010-01-08
126,results,fail
126,longitude,-87.68685825
126,state,il
126,akaname,subway
126,latitude,41.90204391
126,dbaname,subway
126,facilitytype,restaurant
127,city,chicago
127,zip,60642
127,risk,risk 1 (high)
127,license,1979756
127,inspectiontype,canvass
127,inspectionid,58235
127,address,900 n north branch st
127,inspectiondate,2010-01-07
127,results,pass
127,longitude,-87.64809026
127,state,il
127,akaname,the dining room
127,latitude,41.89896533
127,dbaname,the dining room at kendall nfp
127,facilitytype,restaurant
128,city,chicago
128,zip,60642
128,risk,risk 1 (high)
128,license,1979756
128,inspectiontype,canvass
128,inspectionid,58236
128,address,900 n north branch st
128,inspectiondate,2010-01-07
128,results,pass
128,longitude,-87.64809026
128,state,il
128,akaname,the dining room
128,latitude,41.89896533
128,dbaname,the dining room at kendall nfp
128,facilitytype,restaurant
129,city,chicago
129,zip,60642
129,risk,risk 1 (high)
129,license,1963512
129,inspectiontype,canvass
129,inspectionid,58237
129,address,900 n north branch st
129,inspectiondate,2010-01-07
129,results,pass
129,longitude,-87.64809026
129,state,il
129,akaname,the dining room
129,latitude,41.89896533
129,dbaname,the dining room at kendall nfp
129,facilitytype,restaurant
130,city,chicago
130,zip,60622
130,risk,risk 2 (medium)
130,license,1913960
130,inspectiontype,complaint
130,inspectionid,58239
130,address,1001 w north ave
130,inspectiondate,2010-01-08
130,results,pass
130,longitude,-87.65315262
130,state,il
130,akaname,pockets
130,latitude,41.91072929
130,dbaname,pockets
130,facilitytype,restaurant
131,city,chicago
131,zip,60622
131,risk,risk 1 (high)
131,license,1245120
131,inspectiontype,no entry
131,inspectionid,58241
131,address,1856 w north ave
131,inspectiondate,2010-01-08
131,results,pass
131,longitude,-87.67487609
131,state,il
131,akaname,aberdeen
131,latitude,41.91063613
131,dbaname,aberdeen
131,facilitytype,restaurant
132,city,chicago
132,zip,60622
132,risk,risk 1 (high)
132,license,1058
132,inspectiontype,canvass
